CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
411865	buthiazide 5 MG / dihydralazine 50 MG / metipranolol 40 MG Extended Release Oral Capsule	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
427704	amiloride 2.5 MG / hydrochlorothiazide 25 MG / methyldopa 250 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
428207	dihydralazine 25 MG / oxprenolol 80 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
429154	hydrochlorothiazide 10 MG / reserpine 0.25 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
430638	clopamide 2.5 MG / reserpine 0.05 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
432414	rilmenidine 1 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
432656	buthiazide 2.5 MG / dihydralazine 25 MG / metipranolol 20 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
432681	dihydralazine 35 MG / propranolol 50 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
432815	chlorthalidone 10 MG / hydralazine 25 MG / oxprenolol 80 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm	RxNorm (NLM)
446397	methoserpidine 5 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451068	prazosin 4 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451186	Rauwolfia serpentina (USP) 28.6 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451190	Rauwolfia serpentina (USP) 0.5 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451206	reserpine 0.05 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451209	reserpine 0.15 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
451310	rilmenidine 1 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
452485	urapidil 90 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
485000	methyldopa 50 MG	Drug	Clinical Drug Comp	S	RxNorm	RxNorm (NLM)
563607	doxazosin 2 MG [Cardura]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
564715	prazosin 1 MG [Alphavase]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
564716	prazosin 2 MG [Alphavase]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
565009	prazosin 0.5 MG [Kentovace]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
568795	bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG [Rondameth]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
754800	polythiazide 0.5 MG / prazosin 2 MG [Minizide]	Drug	Branded Drug Comp	S	RxNorm	RxNorm (NLM)
9152	Rauwolfia alkaloids	Drug	Ingredient	S	RxNorm	RxNorm (NLM)
OMOP340521	Hydralazine 25 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340525	Hydralazine 25 MG Oral Tablet [Apresoline] Box of 84 by AMCo	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340526	Hydralazine 0.2 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350348	Doxazosin 4 MG Oral Tablet by Generics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350459	Doxazosin 4 MG Extended Release Oral Tablet [Cardura] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350547	Doxazosin 0.1 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350559	Doxazosin 2 MG Oral Tablet by Phoenix Labs	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350624	Doxazosin 2 MG Oral Tablet [Cardura] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358922	Clonidine 0.015 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400790	Prazosin 2 MG Oral Tablet [Hypovase] Box of 56 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414143	moxonidine 0.2 MG Oral Tablet Box of 28 by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279507	Methyldopa 125 MG Oral Tablet by Kent	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP292284	1 ML Clonidine 0.025 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP321618	100 ML Doxazosin 0.8 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340460	Hydralazine 50 MG Oral Tablet Box of 56 by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340560	Hydralazine 4 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340568	Hydralazine 2.5 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350303	Doxazosin 8 MG Extended Release Oral Tablet [Cardura] by Lexon	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350338	Doxazosin 4 MG [Doxadura]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350346	Doxazosin 4 MG Oral Capsule Box of 1	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350453	Doxazosin 4 MG Extended Release Oral Tablet [Cardura] Box of 28 by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358847	Clonidine 0.002 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP365620	bosentan 62.5 MG Oral Tablet [Tracleer] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400704	Prazosin 0.5 MG Oral Tablet [Hypovase] by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400725	Prazosin 1 MG Oral Tablet [Hypovase] by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413179	Indoramin 20 MG Oral Tablet Box of 60 by Almus	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413187	Indoramin 20 MG Oral Tablet [Dese Tiltab] by Chemidex	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414046	moxonidine 0.3 MG Oral Tablet [Physiotens] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414068	moxonidine 0.4 MG Oral Tablet by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414100	moxonidine 0.4 MG Oral Tablet [Physiotens] by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP253516	Debrisoquin 10 MG Oral Tablet by Cambridge	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279438	Methyldopa 250 MG Oral Tablet Box of 60	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP290376	1 ML Hydralazine 5 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340443	Hydralazine 50 MG Oral Tablet by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340451	Hydralazine 50 MG Oral Tablet by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340497	Hydralazine 25 MG Oral Tablet by AMCo	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340510	Hydralazine 25 MG Oral Tablet Box of 56 by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340520	Hydralazine 25 MG Oral Tablet Box of 100 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP341317	riociguat 0.5 MG Oral Tablet [Adempas] Box of 84 by Merck	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350267	Guanfacine 4 MG Extended Release Oral Tablet [Intuniv] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350304	Doxazosin 8 MG Extended Release Oral Tablet [Cardura] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350321	Doxazosin 0.8 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350359	Doxazosin 4 MG Oral Tablet by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350481	Doxazosin 1 MG Oral Tablet by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350526	Doxazosin 1 MG Oral Tablet [Cardura] Box of 28 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350529	Doxazosin 1 MG Oral Tablet [Doxadura] by Discovery	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350538	Doxazosin 3.2 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350541	Doxazosin 0.4 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350587	Doxazosin 2 MG Oral Tablet Box of 28 by Phoenix Labs	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350625	Doxazosin 2 MG Oral Tablet [Cardura] Box of 30 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358844	Clonidine 1 MG/ML Prefilled Syringe Box of 1	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358899	Clonidine 0.025 MG Oral Tablet [Dixarit] Box of 100 by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP393433	Minoxidil 2.5 MG Oral Tablet [Loniten] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP393504	Minoxidil 10 MG Oral Tablet [Loniten] Box of 40	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400733	Prazosin 1 MG Oral Tablet [Hypovase] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400776	Prazosin 2 MG Oral Tablet by Ivax	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414022	moxonidine 0.3 MG Oral Tablet Box of 28 by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414067	moxonidine 0.4 MG Oral Tablet by A A H	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414090	moxonidine 0.4 MG Oral Tablet Box of 28 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414101	moxonidine 0.4 MG Oral Tablet [Physiotens] by Waymade	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414144	moxonidine 0.2 MG Oral Tablet Box of 28 by Phoenix Labs	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414155	moxonidine 0.2 MG Oral Tablet Box of 28 by A A H	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414170	moxonidine 0.2 MG Oral Tablet [Physiotens] by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279442	Methyldopa 250 MG Oral Tablet Box of 1000	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279450	Methyldopa 500 MG Oral Tablet by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279477	Methyldopa 500 MG Oral Tablet Box of 56 by C.P.	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279523	Methyldopa 125 MG Oral Tablet Box of 250 by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279525	Methyldopa 12 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP292286	1 ML Clonidine 0.025 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP292330	1 ML Clonidine 0.001 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP297386	1 ML Prazosin 0.4 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340448	Hydralazine 50 MG Oral Tablet by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340517	Hydralazine 25 MG Oral Tablet Box of 84 by AMCo	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340612	Hydralazine 1.5 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP341307	riociguat 2 MG Oral Tablet [Adempas] Box of 42 by Merck	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350413	Doxazosin 4 MG Extended Release Oral Tablet [Doxzogen] by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350499	Doxazosin 1 MG Oral Tablet by Almus	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350576	Doxazosin 2 MG Oral Tablet by Fannin	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358813	Clonidine 0.005 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358818	Clonidine 0.1 MG Oral Tablet [Catapres] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413195	Indoramin 20 MG Oral Tablet [Dese Tiltab] Box of 60 by Lexon	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414058	moxonidine 0.4 MG Oral Tablet by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414167	moxonidine 0.2 MG Oral Tablet [Physiotens] by DE	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279406	Methyldopa 250 MG Oral Tablet by Phoenix Labs	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279423	Methyldopa 250 MG Oral Tablet Box of 56 by Bristol Myers Squibb	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279447	Methyldopa 250 MG Oral Tablet [Aldomet] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279512	Methyldopa 125 MG Oral Tablet by Boots	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP290431	1 ML Hydralazine 15 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340492	Hydralazine 25 MG Oral Tablet by Kent	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340493	Hydralazine 25 MG Oral Tablet by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350273	Doxazosin Oral Tablet [Cascor]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350285	Doxazosin 0.5 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350553	Doxazosin 2 MG [Doxadura]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358798	Clonidine 0.0075 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358888	Clonidine 0.025 MG Oral Tablet Box of 112 by Almus	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358911	Clonidine 0.01 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP393457	Minoxidil 5 MG Oral Tablet [Loniten] Box of 60 by Waymade	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400693	Prazosin 0.5 MG Oral Tablet by Ivax	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400694	Prazosin 0.5 MG Oral Tablet by Boots	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400721	Prazosin 1 MG Oral Tablet Box of 56 by Boots	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400761	Prazosin 5 MG Oral Tablet [Alphavase] Box of 56 by Ashbourne	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413208	Indoramin 25 MG Oral Tablet [Baratol] by Amdipharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414173	moxonidine 0.2 MG Oral Tablet [Physiotens] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP263115	ambrisentan 10 MG [Volibris]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP264082	Sitaxentan Oral Tablet	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279459	Methyldopa 500 MG Oral Tablet by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279506	Methyldopa 125 MG Oral Tablet by Mylan	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP292313	1 ML Clonidine 0.015 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP297373	1 ML Prazosin 0.2 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340473	Hydralazine 20 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340500	Hydralazine 25 MG Oral Tablet by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340555	Hydralazine 0.5 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350401	Doxazosin 4 MG Oral Tablet [Cascor]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350435	Doxazosin 4 MG Extended Release Oral Tablet [Raporsin XL] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350445	Doxazosin 4 MG Extended Release Oral Tablet [Cardura] by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350483	Doxazosin 1 MG Oral Tablet by Phoenix Labs	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350484	Doxazosin 1 MG Oral Tablet by Kent	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350602	Doxazosin 2 MG Oral Tablet Box of 28 by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358918	Clonidine 0.015 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358954	Clonidine 0.15 MG/ML Prefilled Syringe [Catapres] Box of 5	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400678	Prazosin Oral Tablet [Minipress]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400742	Prazosin 5 MG Oral Tablet by A A H	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400763	Prazosin 0.05 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413197	Indoramin 20 MG Oral Tablet [Dese Tiltab] Box of 60 by Dowelhurst	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414004	moxonidine 0.3 MG Oral Tablet by Kent	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279449	Methyldopa 250 MG Oral Tablet [Aldomet] Box of 60 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279458	Methyldopa 500 MG Oral Tablet by Sandoz	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP290400	1 ML Hydralazine 10 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP291267	1 ML Doxazosin 0.6 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP307028	5 ML Trimethaphan 50 MG/ML Prefilled Syringe by Cambridge	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP318075	50 ML Clonidine 0.015 MG/ML Injection Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP321982	100 ML Clonidine 0.01 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340607	Hydralazine 10 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350261	Guanfacine 3 MG Extended Release Oral Tablet [Intuniv] by Shire	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350575	Doxazosin 2 MG Oral Tablet by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350592	Doxazosin 2 MG Oral Tablet Box of 28 by Sterwin Medicines	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358836	Clonidine 0.025 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358916	Clonidine 0.009 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP400717	Prazosin 1 MG Oral Tablet Box of 56	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413155	Indoramin 20 MG [Dese Tiltab]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413174	Indoramin 20 MG Oral Tablet Box of 60 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP263120	ambrisentan 10 MG Oral Tablet [Volibris] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279413	Methyldopa 250 MG Oral Tablet by Alliance	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279480	Methyldopa 500 MG Oral Tablet Box of 56 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279481	Methyldopa 500 MG Oral Tablet Box of 56 by Tillomed	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279521	Methyldopa 125 MG Oral Tablet Box of 250	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279531	Methyldopa 25 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP291293	1 ML Doxazosin 1.6 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP292271	1 ML Clonidine 0.005 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP301700	1 ML Methyldopa 10 MG/ML Oral Suspension	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340535	Hydralazine 0.25 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP340601	Hydralazine 15 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350336	Doxazosin 4 MG [Cardozin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350591	Doxazosin 2 MG Oral Tablet Box of 28 by Sigma-Tau	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350608	Doxazosin 2 MG Oral Tablet [Cardura] by Mawdsley-Brooks	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350629	Doxazosin 2 MG Oral Tablet [Cardura] Box of 30 by Dowelhurst	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358820	Clonidine 0.003 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP358937	Clonidine 0.3 MG Oral Tablet [Catapres] by Boehringer Ingelheim	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP413192	Indoramin 20 MG Oral Tablet [Dese Tiltab] Box of 60 by Waymade	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414011	moxonidine 0.3 MG Oral Tablet by Pliva	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414115	moxonidine 0.4 MG Oral Tablet [Physiotens] Box of 28 by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP414166	moxonidine 0.2 MG Oral Tablet [Physiotens] by Waymade	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP263117	ambrisentan 10 MG Oral Tablet Box of 30	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP265810	Ketanserin 20 MG Oral Tablet Box of 60	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279440	Methyldopa 250 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279501	Methyldopa 10 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279511	Methyldopa 125 MG Oral Tablet by Actavis	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP279535	Methyldopa 100 MG/ML	Drug	Clinical Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350329	Doxazosin 0.2 MG/ML Oral Suspension	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350430	Doxazosin 4 MG Extended Release Oral Tablet [Cardozin] Box of 28 by Generics	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350454	Doxazosin 4 MG Extended Release Oral Tablet [Cardura] Box of 28 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP350495	Doxazosin 1 MG Oral Tablet by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
