"CODE_2","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE"
"C85.21","C8521","Mediastnl large B-cell lymph, nodes of head, face, and neck","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",45581248,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.22","C8522","Mediastnl (thymic) large B-cell lymphoma, intrathorac nodes","Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",45586057,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.23","C8523","Mediastinal (thymic) large B-cell lymphoma, intra-abd nodes","Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",45590957,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.24","C8524","Mediastnl large B-cell lymph, nodes of axilla and upper limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",45566641,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.25","C8525","Mediastnl lg B-cell lymph, nodes of ing rgn and lower limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",45590958,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.26","C8526","Mediastinal (thymic) large B-cell lymphoma, intrapelv nodes","Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",45581249,"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.27","C8527","Mediastinal (thymic) large B-cell lymphoma, spleen","Mediastinal (thymic) large B-cell lymphoma, spleen",45595714,"Mediastinal (thymic) large B-cell lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.28","C8528","Mediastinal (thymic) large B-cell lymphoma, nodes mult site","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",45552308,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.29","C8529","Mediastnl large B-cell lymph, extrnod and solid organ sites","Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",45561865,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.2A",NA,NA,NA,1102888,"Mediastinal (thymic) large B-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C85.70",NA,NA,NA,35206415,"Other specified types of non-Hodgkin's lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.71",NA,NA,NA,35206416,"Other specified types of non-Hodgkin's lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.72",NA,NA,NA,35206417,"Other specified types of non-Hodgkin's lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.73",NA,NA,NA,35206418,"Other specified types of non-Hodgkin's lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.74",NA,NA,NA,35206419,"Other specified types of non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.75",NA,NA,NA,35206420,"Other specified types of non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.76",NA,NA,NA,35206421,"Other specified types of non-Hodgkin's lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.77",NA,NA,NA,35206422,"Other specified types of non-Hodgkin's lymphoma, spleen","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.78",NA,NA,NA,35206423,"Other specified types of non-Hodgkin's lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.79",NA,NA,NA,35206424,"Other specified types of non-Hodgkin's lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","2007-01-01","2009-12-31"
"C85.8",NA,NA,NA,1567671,"Other specified types of non-Hodgkin lymphoma","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C85.80","C8580","Oth types of non-Hodgkin lymphoma, unspecified site","Other specified types of non-Hodgkin lymphoma, unspecified site",45561866,"Other specified types of non-Hodgkin lymphoma, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.81","C8581","Oth types of non-hodg lymph, nodes of head, face, and neck","Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",45557035,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.82","C8582","Oth types of non-Hodgkin lymphoma, intrathoracic lymph nodes","Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",45566642,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.83","C8583","Oth types of non-Hodgkin lymphoma, intra-abd lymph nodes","Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",45566643,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.84","C8584","Oth types of non-hodg lymph, nodes of axilla and upper limb","Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",45566644,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.85","C8585","Oth types of non-hodg lymph, nodes of ing rgn and lower limb","Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45576363,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.86","C8586","Oth types of non-Hodgkin lymphoma, intrapelvic lymph nodes","Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",45586058,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.87","C8587","Other specified types of non-Hodgkin lymphoma, spleen","Other specified types of non-Hodgkin lymphoma, spleen",45537869,"Other specified types of non-Hodgkin lymphoma, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.88","C8588","Oth types of non-Hodgkin lymphoma, lymph nodes mult site","Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",45576364,"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.89","C8589","Oth types of non-hodg lymph, extrnod and solid organ sites","Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",45566645,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.8A",NA,NA,NA,1102889,"Other specified types of non-Hodgkin lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C85.9",NA,NA,NA,1567672,"Non-Hodgkin lymphoma, unspecified","Condition","ICD10CM","4-char nonbill code","2012-01-01","2099-12-31"
"C85.90","C8590","Non-Hodgkin lymphoma, unspecified, unspecified site","Non-Hodgkin lymphoma, unspecified, unspecified site",45590959,"Non-Hodgkin lymphoma, unspecified, unspecified site","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.91","C8591","Non-Hodgkin lymphoma, unsp, nodes of head, face, and neck","Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",45557036,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.92","C8592","Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes","Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",45547549,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.93","C8593","Non-Hodgkin lymphoma, unsp, intra-abdominal lymph nodes","Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",45600559,"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.94","C8594","Non-Hodgkin lymphoma, unsp, nodes of axilla and upper limb","Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",45561868,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.95","C8595","Non-hodg lymphoma, unsp, nodes of ing region and lower limb","Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45547550,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.96","C8596","Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes","Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",45600560,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.97","C8597","Non-Hodgkin lymphoma, unspecified, spleen","Non-Hodgkin lymphoma, unspecified, spleen",45537870,"Non-Hodgkin lymphoma, unspecified, spleen","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.98","C8598","Non-Hodgkin lymphoma, unsp, lymph nodes of multiple sites","Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",45576365,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.99","C8599","Non-Hodgkin lymphoma, unsp, extranodal and solid organ sites","Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",45590960,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"C85.9A",NA,NA,NA,1102890,"Non-Hodgkin lymphoma, unspecified, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86",NA,NA,NA,1567673,"Other specified types of T/NK-cell lymphoma","Condition","ICD10CM","3-char nonbill code","2012-01-01","2099-12-31"
"C86.0","C860","Extranodal NK/T-cell lymphoma, nasal type","Extranodal NK/T-cell lymphoma, nasal type",920116,"Extranodal NK/T-cell lymphoma, nasal type","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.00",NA,NA,NA,1102891,"Extranodal NK/T-cell lymphoma, nasal type not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.01",NA,NA,NA,1102892,"Extranodal NK/T-cell lymphoma, nasal type, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.1","C861","Hepatosplenic T-cell lymphoma","Hepatosplenic T-cell lymphoma",920117,"Hepatosplenic T-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.10",NA,NA,NA,1102893,"Hepatosplenic T-cell lymphoma not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.11",NA,NA,NA,1102894,"Hepatosplenic T-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.2","C862","Enteropathy-type (intestinal) T-cell lymphoma","Enteropathy-type (intestinal) T-cell lymphoma",920118,"Enteropathy-type (intestinal) T-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.20",NA,NA,NA,1102895,"Enteropathy-type (intestinal) T-cell lymphoma not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.21",NA,NA,NA,1102896,"Enteropathy-type (intestinal) T-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.3","C863","Subcutaneous panniculitis-like T-cell lymphoma","Subcutaneous panniculitis-like T-cell lymphoma",920119,"Subcutaneous panniculitis-like T-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.30",NA,NA,NA,1102897,"Subcutaneous panniculitis-like T-cell lymphoma not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.31",NA,NA,NA,1102898,"Subcutaneous panniculitis-like T-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.4","C864","Blastic NK-cell lymphoma","Blastic NK-cell lymphoma",920120,"Blastic NK-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.40",NA,NA,NA,1102899,"Blastic NK-cell lymphoma not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.41",NA,NA,NA,1102900,"Blastic NK-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.5","C865","Angioimmunoblastic T-cell lymphoma","Angioimmunoblastic T-cell lymphoma",920121,"Angioimmunoblastic T-cell lymphoma","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.50",NA,NA,NA,1102901,"Angioimmunoblastic T-cell lymphoma not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.51",NA,NA,NA,1102902,"Angioimmunoblastic T-cell lymphoma, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.6","C866","Primary cutaneous CD30-positive T-cell proliferations","Primary cutaneous CD30-positive T-cell proliferations",920122,"Primary cutaneous CD30-positive T-cell proliferations","Condition","ICD10CM","4-char nonbill code","2010-01-01","2099-12-31"
"C86.60",NA,NA,NA,1102903,"Primary cutaneous CD30-positive T-cell proliferations not having achieved remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"C86.61",NA,NA,NA,1102904,"Primary cutaneous CD30-positive T-cell proliferations, in remission","Condition","ICD10CM","5-char billing code","2024-10-01","2099-12-31"
"D47.Z1","D47Z1","Post-transplant lymphoproliferative disorder (PTLD)","Post-transplant lymphoproliferative disorder (PTLD)",45542704,"Post-transplant lymphoproliferative disorder (PTLD)","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"D89.82","D8982","Autoimmune lymphoproliferative syndrome [ALPS]","Autoimmune lymphoproliferative syndrome [ALPS]",45537944,"Autoimmune lymphoproliferative syndrome [ALPS]","Condition","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"Z85.71",NA,NA,NA,45561658,"Personal history of Hodgkin lymphoma","Observation","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
"Z85.72",NA,NA,NA,45609981,"Personal history of non-Hodgkin lymphomas","Observation","ICD10CM","5-char billing code","1970-01-01","2099-12-31"
