CONCEPT_CODE,CONCEPT_NAME,DOMAIN_ID,CONCEPT_CLASS_ID,STANDARD_CONCEPT,VOCABULARY_ID,VOCABULARY_NAME,brand_name
OMOP4773471,Metformin 500 MG Extended Release Oral Tablet [METFORMINE MYLAN],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine mylan
OMOP4827741,Metformin 500 MG [Metuxtan SR],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metuxtan sr
OMOP1001241,Metformin 750 MG Delayed Release Oral Tablet [Glucophage],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP5194410,metformin 500 MG Extended Release Oral Tablet [Axpinet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,axpinet
OMOP5194332,metformin 500 MG Delayed Release Oral Tablet [Glucophage] Box of 84,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP5194437,metformin 750 MG Delayed Release Oral Tablet [Jesacrin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,jesacrin
OMOP5194541,metformin 1000 MG Extended Release Oral Tablet [Sukkarto SR] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,sukkarto sr
OMOP5194436,metformin 750 MG [Jesacrin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,jesacrin
OMOP5194352,metformin 500 MG Delayed Release Oral Tablet [Diagemet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,diagemet
OMOP5194218,metformin Delayed Release Oral Tablet [Axpinet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,axpinet
OMOP5194524,metformin 1000 MG [Jesacrin],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,jesacrin
OMOP5194464,metformin 750 MG Delayed Release Oral Tablet [Meijumet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meijumet
OMOP5194223,metformin Extended Release Oral Tablet [Axpinet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,axpinet
OMOP5194441,metformin 750 MG Delayed Release Oral Tablet [Jesacrin] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,jesacrin
OMOP5194327,metformin 500 MG Delayed Release Oral Tablet [Glucophage] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP5194212,metformin Delayed Release Oral Tablet [Metabet SR],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metabet sr
OMOP5194213,metformin Delayed Release Oral Tablet [Sukkarto SR],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,sukkarto sr
OMOP5194346,metformin 500 MG Delayed Release Oral Tablet [Bolamyn SR],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,bolamyn sr
OMOP5194399,metformin 500 MG Extended Release Oral Tablet [Glucophage] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP5194458,metformin 750 MG Delayed Release Oral Tablet [Sukkarto SR],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,sukkarto sr
OMOP5194347,metformin 500 MG Delayed Release Oral Tablet [Bolamyn SR] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,bolamyn sr
OMOP5194468,metformin 750 MG Extended Release Oral Tablet [Jesacrin] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,jesacrin
541768,metformin Extended Release Oral Tablet [Fortamet],Drug,Branded Drug Form,S,RxNorm,RxNorm (NLM),fortamet
860976,metformin hydrochloride 500 MG [Glucophage],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),glucophage
861023,metformin hydrochloride 625 MG Oral Tablet [Glucophage],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),glucophage
860982,metformin hydrochloride 750 MG [Glucophage],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),glucophage
861012,metformin hydrochloride 850 MG Oral Tablet [Glucophage],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),glucophage
876010,metformin hydrochloride 850 MG [Orabet Metformin],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),orabet metformin
OMOP4724205,Metformin 500 MG Oral Powder [Glucophage] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP4724174,Metformin 500 MG Extended Release Oral Tablet [Meijumet] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meijumet
OMOP4724170,Metformin 500 MG Extended Release Oral Tablet [Yaltormin SR] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,yaltormin sr
OMOP4724141,Metformin 1000 MG Extended Release Oral Tablet [Meijumet] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meijumet
OMOP4724133,Metformin 1000 MG Extended Release Oral Tablet [Yaltormin SR],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,yaltormin sr
OMOP4724131,Metformin 1000 MG [Yaltormin SR],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,yaltormin sr
OMOP4724127,Metformin 750 MG Extended Release Oral Tablet [Meijumet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meijumet
OMOP2020085,Metformin 500 MG Extended Release Oral Tablet [Metnit],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metnit
OMOP2021330,Metformin 1000 MG Oral Tablet [Glucobon Biomo] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucobon biomo
OMOP2026453,Metformin 850 MG [METFORMINE PFIZER],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine pfizer
OMOP2026458,Metformin 1000 MG [Metformin Lichtenstein],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin lichtenstein
OMOP2026459,Metformin 1000 MG [Metformin Ct],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin ct
OMOP2029860,Metformin Oral Tablet [METFORMINE PFIZER],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine pfizer
OMOP2041511,Metformin 500 MG Oral Tablet [Metformine Volkspharma] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine volkspharma
OMOP2041515,Metformin 500 MG Extended Release Oral Tablet [Metformin Ct] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin ct
OMOP2041518,Metformin 500 MG Oral Tablet [Metformin Awd] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin awd
OMOP2041528,Metformin 500 MG Oral Tablet [Metformin Aurus],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurus
OMOP2041529,Metformin 500 MG Oral Tablet [Metformin Al] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP2041534,Metformin 500 MG Oral Tablet [Glucophage] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2041539,Metformin 850 MG Extended Release Oral Tablet [Metformin Al] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP2041541,Metformin 850 MG Oral Tablet [Metformin Accedo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin accedo
OMOP2041544,Metformin 850 MG Extended Release Oral Tablet [Metfor Teva] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfor teva
OMOP2041545,Metformin 850 MG Extended Release Oral Tablet [Metfogamma] Box of 600,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfogamma
OMOP2041552,Metformin 850 MG Oral Tablet [Metformin Puren] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin puren
OMOP2041554,Metformin 850 MG Oral Tablet [Metformin Aurus] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin aurus
OMOP2041557,Metformin 1000 MG Extended Release Oral Tablet [Metkar],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metkar
OMOP2041563,Metformin 1000 MG Extended Release Oral Tablet [Metformin Axcount],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP2041565,Metformin 1000 MG Oral Tablet [Siofor] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2041569,Metformin 1000 MG Oral Tablet [Metformin Puren],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin puren
OMOP2057716,Metformin 500 MG [Siofor],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2057719,Metformin 1000 MG [Siofor],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2061069,Metformin Extended Release Oral Tablet [Metformin Biomo],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin biomo
OMOP2072730,Metformin 500 MG Oral Tablet [METFORMINE BLUEFISH] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP2072736,Metformin 500 MG Extended Release Oral Tablet [Metform Abz] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metform abz
OMOP2072737,Metformin 500 MG Oral Tablet [Metform Abz],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metform abz
OMOP2072738,Metformin 500 MG Extended Release Oral Tablet [Metfogamma] Box of 4800,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfogamma
OMOP2072740,Metformin 500 MG Extended Release Oral Tablet [Meglucon] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meglucon
OMOP2072741,Metformin 500 MG Extended Release Oral Tablet [Glucophage] Box of 600,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2072744,Metformin 500 MG Oral Tablet [METFORMINE SANDOZ] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine sandoz
OMOP2072745,Metformin 850 MG Extended Release Oral Tablet [Siofor] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2072751,Metformin 850 MG Oral Tablet [Metformin Heumann] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2072752,Metformin 850 MG Extended Release Oral Tablet [Metformin Ct] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin ct
OMOP2072756,Metformin 850 MG Oral Tablet [Metformin 1a Pharma] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin 1a pharma
OMOP2072758,Metformin 850 MG Extended Release Oral Tablet [Glucophage] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2072760,Metformin 850 MG Oral Tablet [Biocos],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,biocos
OMOP2072761,Metformin 850 MG Oral Tablet [Metformine Volkspharma] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine volkspharma
OMOP2072762,Metformin 850 MG Oral Tablet [Mediabet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mediabet
OMOP2072764,Metformin 1000 MG Oral Tablet [Metsop] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metsop
OMOP2072768,Metformin 1000 MG Extended Release Oral Tablet [Metformin Hexal] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP2072770,Metformin 1000 MG Oral Tablet [METFORMINE BLUEFISH] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP2072772,Metformin 1000 MG Extended Release Oral Tablet [Metformdoc] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformdoc
OMOP2072775,Metformin 1000 MG Extended Release Oral Tablet [Mekoll],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mekoll
OMOP2088991,Metformin 1000 MG [Metformin Al],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP2103658,Metformin 500 MG Extended Release Oral Tablet [Metfogamma] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfogamma
OMOP2103662,Metformin 500 MG Oral Tablet [Siofor],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2103664,Metformin 500 MG Oral Tablet [Metformin Dura] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP2103665,Metformin 500 MG Oral Tablet [Metformin Aristo] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin aristo
OMOP2103670,Metformin 850 MG Extended Release Oral Tablet [Metwan],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metwan
OMOP2103673,Metformin 850 MG Extended Release Oral Tablet [Metformin Heumann] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2103678,Metformin 850 MG Extended Release Oral Tablet [Metformin Accedo],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin accedo
OMOP2103679,Metformin 850 MG Oral Tablet [Metformin Abz] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin abz
OMOP2103682,Metformin 850 MG Extended Release Oral Tablet [Juformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,juformin
OMOP2103702,Metformin 1000 MG Oral Tablet [Metformin 1a Pharma],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin 1a pharma
OMOP2103703,Metformin 1000 MG Oral Tablet [Metfin] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfin
OMOP2120026,Metformin 850 MG [Metformine Volkspharma],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformine volkspharma
OMOP2120030,Metformin 850 MG [Metformin Biomo],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,metformin biomo
OMOP2134932,Metformin 500 MG Extended Release Oral Tablet [Mettas] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,mettas
OMOP2134935,Metformin 500 MG Extended Release Oral Tablet [Metformin Heumann] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2134938,Metformin 500 MG Extended Release Oral Tablet [Metformin 1a Pharma] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin 1a pharma
OMOP2134939,Metformin 500 MG Oral Tablet [Mescorit] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,mescorit
OMOP2134946,Metformin 850 MG Extended Release Oral Tablet [Metsop] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metsop
OMOP2134947,Metformin 850 MG Extended Release Oral Tablet [Metformin Hexal] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP2134948,Metformin 850 MG Extended Release Oral Tablet [Metformin Heumann] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2134953,Metformin 850 MG Extended Release Oral Tablet [Metfor Teva],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metfor teva
OMOP2134956,Metformin 850 MG Oral Tablet [Glucophage] Box of 90,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2134957,Metformin 850 MG Extended Release Oral Tablet [Glucophage],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2134958,Metformin 850 MG Oral Tablet [Aranka],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,aranka
OMOP2134962,Metformin 850 MG Oral Tablet [Metformin Axcount] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP2134963,Metformin 850 MG Oral Tablet [Metformin Al] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP2134964,Metformin 850 MG Oral Tablet [Metform Abz] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metform abz
OMOP2134965,Metformin 850 MG Oral Tablet [Metfodoc],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metfodoc
OMOP2134967,Metformin 1000 MG Extended Release Oral Tablet [Metformine Volkspharma],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformine volkspharma
OMOP2134979,Metformin 1000 MG Oral Tablet [Metformin Stada] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin stada
OMOP2154499,Metformin Oral Tablet [Metkar],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metkar
OMOP2154501,Metformin Extended Release Oral Tablet [Metformin Axcount],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformin axcount
OMOP2154502,Metformin Extended Release Oral Tablet [Espa Formin],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,espa formin
OMOP2166062,Metformin 500 MG Extended Release Oral Tablet [Thiabet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,thiabet
OMOP2166063,Metformin 500 MG Oral Tablet [Siofor] Box of 400,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2166074,Metformin 500 MG Extended Release Oral Tablet [Juformin] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,juformin
OMOP2166075,Metformin 500 MG Extended Release Oral Tablet [Glucophage] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,glucophage
OMOP2166080,Metformin 500 MG Oral Tablet [Metformin Puren],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin puren
OMOP2166082,Metformin 500 MG Oral Tablet [Metformin Atid] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin atid
OMOP2166088,Metformin 850 MG Extended Release Oral Tablet [Metformin Dura] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP2166100,Metformin 850 MG Oral Tablet [Metformin Heumann],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2166104,Metformin 850 MG Oral Tablet [Espa Formin] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,espa formin
OMOP2166106,Metformin 1000 MG Extended Release Oral Tablet [Metsurrir],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metsurrir
OMOP2185769,Metformin Oral Tablet [Metformine Volkspharma],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,metformine volkspharma
OMOP2197401,Metformin 500 MG Extended Release Oral Tablet [Thiabet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,thiabet
OMOP2197403,Metformin 500 MG Extended Release Oral Tablet [Thiabet] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,thiabet
OMOP2197404,Metformin 500 MG Extended Release Oral Tablet [Siofor] Box of 400,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,siofor
OMOP2197407,Metformin 500 MG Oral Tablet [Metformin Hexal] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP2197409,Metformin 500 MG Oral Tablet [Metformin Heumann] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin heumann
OMOP2197410,Metformin 500 MG Extended Release Oral Tablet [METFORMINE BLUEFISH] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformine bluefish
OMOP2197415,Metformin 500 MG Oral Tablet [Metformin 1a Pharma] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin 1a pharma
OMOP2197417,Metformin 500 MG Extended Release Oral Tablet [Meglucon],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,meglucon
OMOP2197418,Metformin 500 MG Extended Release Oral Tablet [Juformin],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,juformin
OMOP2197426,Metformin 850 MG Extended Release Oral Tablet [Metnit] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metnit
OMOP2197428,Metformin 850 MG Oral Tablet [Metformin Hexal] Box of 100,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP2197430,Metformin 850 MG Oral Tablet [Metformin Ct] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin ct
OMOP2197436,Metformin 850 MG Extended Release Oral Tablet [Meglucon] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,meglucon
OMOP2197444,Metformin 850 MG Oral Tablet [Metformin Dura] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin dura
OMOP2197446,Metformin 850 MG Oral Tablet [Mescorit] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,mescorit
OMOP2197447,Metformin 850 MG Oral Tablet [Mescorit],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,mescorit
OMOP2197452,Metformin 1000 MG Oral Tablet [Metformin Hexal] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin hexal
OMOP2197454,Metformin 1000 MG Extended Release Oral Tablet [Metformin 1a Pharma],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,metformin 1a pharma
OMOP2197456,Metformin 1000 MG Extended Release Oral Tablet [Metfor Acis] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metfor acis
OMOP2197461,Metformin 1000 MG Oral Tablet [Metsurrir] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metsurrir
OMOP2197464,Metformin 1000 MG Oral Tablet [Metformin Al] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,metformin al
OMOP2197468,Metformin 1000 MG Oral Tablet [Diabesin] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,diabesin
